stock id,yf id
5609,5609.TWO
5701,5701.TWO
5703,5703.TWO
5704,5704.TWO
5864,5864.TWO
5878,5878.TWO
5902,5902.TWO
5903,5903.TWO
5904,5904.TWO
5905,5905.TWO
6015,6015.TWO
6016,6016.TWO
6020,6020.TWO
6021,6021.TWO
6023,6023.TWO
6026,6026.TWO
6101,6101.TWO
6103,6103.TWO
6104,6104.TWO
6109,6109.TWO
6111,6111.TWO
6113,6113.TWO
6114,6114.TWO
6118,6118.TWO
6121,6121.TWO
6122,6122.TWO
6123,6123.TWO
6124,6124.TWO
6125,6125.TWO
6126,6126.TWO
6127,6127.TWO
6129,6129.TWO
6130,6130.TWO
6134,6134.TWO
6138,6138.TWO
6140,6140.TWO
6143,6143.TWO
6144,6144.TWO
6146,6146.TWO
6147,6147.TWO
6148,6148.TWO
6150,6150.TWO
6151,6151.TWO
6154,6154.TWO
6156,6156.TWO
6158,6158.TWO
6160,6160.TWO
6161,6161.TWO
6163,6163.TWO
6167,6167.TWO
6169,6169.TWO
6170,6170.TWO
6171,6171.TWO
6173,6173.TWO
6174,6174.TWO
6175,6175.TWO
6179,6179.TWO
6180,6180.TWO
6182,6182.TWO
6185,6185.TWO
6186,6186.TWO
6187,6187.TWO
6188,6188.TWO
6190,6190.TWO
6194,6194.TWO
6195,6195.TWO
6198,6198.TWO
6199,6199.TWO
6203,6203.TWO
6204,6204.TWO
6207,6207.TWO
6208,6208.TWO
6210,6210.TWO
6212,6212.TWO
6217,6217.TWO
6218,6218.TWO
6219,6219.TWO
6220,6220.TWO
6221,6221.TWO
6222,6222.TWO
6223,6223.TWO
6227,6227.TWO
6228,6228.TWO
6229,6229.TWO
6231,6231.TWO
6233,6233.TWO
6234,6234.TWO
6236,6236.TWO
6237,6237.TWO
6240,6240.TWO
6241,6241.TWO
6242,6242.TWO
6244,6244.TWO
6245,6245.TWO
6246,6246.TWO
6248,6248.TWO
6259,6259.TWO
6261,6261.TWO
6263,6263.TWO
6264,6264.TWO
6265,6265.TWO
6266,6266.TWO
6270,6270.TWO
6274,6274.TWO
6275,6275.TWO
6276,6276.TWO
6279,6279.TWO
6284,6284.TWO
6287,6287.TWO
6290,6290.TWO
6291,6291.TWO
6292,6292.TWO
6294,6294.TWO
6404,6404.TWO
6411,6411.TWO
6417,6417.TWO
6418,6418.TWO
6419,6419.TWO
6425,6425.TWO
6432,6432.TWO
6435,6435.TWO
6441,6441.TWO
6457,6457.TWO
6461,6461.TWO
6462,6462.TWO
6465,6465.TWO
6469,6469.TWO
6470,6470.TWO
6482,6482.TWO
6485,6485.TWO
6486,6486.TWO
6488,6488.TWO
6492,6492.TWO
6494,6494.TWO
6496,6496.TWO
6499,6499.TWO
6506,6506.TWO
6508,6508.TWO
6509,6509.TWO
6510,6510.TWO
6512,6512.TWO
6514,6514.TWO
6516,6516.TWO
6517,6517.TWO
6523,6523.TWO
6527,6527.TWO
6530,6530.TWO
6532,6532.TWO
6535,6535.TWO
6538,6538.TWO
6542,6542.TWO
6546,6546.TWO
6547,6547.TWO
6548,6548.TWO
6556,6556.TWO
6560,6560.TWO
6561,6561.TWO
6568,6568.TWO
6569,6569.TWO
6570,6570.TWO
6574,6574.TWO
6576,6576.TWO
6577,6577.TWO
6578,6578.TWO
6584,6584.TWO
6588,6588.TWO
6589,6589.TWO
6590,6590.TWO
6593,6593.TWO
6596,6596.TWO
6603,6603.TWO
6609,6609.TWO
6612,6612.TWO
6613,6613.TWO
6615,6615.TWO
6616,6616.TWO
6617,6617.TWO
6624,6624.TWO
6629,6629.TWO
6637,6637.TWO
6640,6640.TWO
6642,6642.TWO
6643,6643.TWO
6649,6649.TWO
6651,6651.TWO
6654,6654.TWO
6661,6661.TWO
6662,6662.TWO
6664,6664.TWO
6667,6667.TWO
6679,6679.TWO
6680,6680.TWO
6683,6683.TWO
6684,6684.TWO
6690,6690.TWO
6692,6692.TWO
6693,6693.TWO
6697,6697.TWO
6703,6703.TWO
6708,6708.TWO
6712,6712.TWO
6716,6716.TWO
6721,6721.TWO
6727,6727.TWO
6728,6728.TWO
6732,6732.TWO
6733,6733.TWO
6735,6735.TWO
6741,6741.TWO
6747,6747.TWO
6751,6751.TWO
6752,6752.TWO
6761,6761.TWO
6762,6762.TWO
6763,6763.TWO
6767,6767.TWO
6785,6785.TWO
6788,6788.TWO
6791,6791.TWO
6803,6803.TWO
6804,6804.TWO
6811,6811.TWO
6821,6821.TWO
6823,6823.TWO
6829,6829.TWO
6840,6840.TWO
6841,6841.TWO
6843,6843.TWO
6844,6844.TWO
6846,6846.TWO
6855,6855.TWO
6856,6856.TWO
6859,6859.TWO
6865,6865.TWO
6870,6870.TWO
6874,6874.TWO
6875,6875.TWO
6877,6877.TWO
6881,6881.TWO
6894,6894.TWO
6895,6895.TWO
6899,6899.TWO
6903,6903.TWO
6904,6904.TWO
6922,6922.TWO
6929,6929.TWO
6953,6953.TWO
7402,7402.TWO
7556,7556.TWO
8024,8024.TWO
8027,8027.TWO
8032,8032.TWO
8034,8034.TWO
8038,8038.TWO
8040,8040.TWO
8042,8042.TWO
8043,8043.TWO
8044,8044.TWO
8047,8047.TWO
8048,8048.TWO
8049,8049.TWO
8050,8050.TWO
8054,8054.TWO
8059,8059.TWO
8064,8064.TWO
8066,8066.TWO
8067,8067.TWO
8068,8068.TWO
8069,8069.TWO
8071,8071.TWO
8074,8074.TWO
8076,8076.TWO
8077,8077.TWO
8080,8080.TWO
8083,8083.TWO
8084,8084.TWO
8085,8085.TWO
8086,8086.TWO
8087,8087.TWO
8088,8088.TWO
8089,8089.TWO
8091,8091.TWO
8092,8092.TWO
8093,8093.TWO
8096,8096.TWO
8097,8097.TWO
8099,8099.TWO
8107,8107.TWO
8109,8109.TWO
8111,8111.TWO
8121,8121.TWO
8147,8147.TWO
8155,8155.TWO
8171,8171.TWO
8176,8176.TWO
8182,8182.TWO
8183,8183.TWO
8227,8227.TWO
8234,8234.TWO
8240,8240.TWO
8255,8255.TWO
8277,8277.TWO
8279,8279.TWO
8284,8284.TWO
8289,8289.TWO
8291,8291.TWO
8299,8299.TWO
8342,8342.TWO
8349,8349.TWO
8354,8354.TWO
8358,8358.TWO
8383,8383.TWO
8390,8390.TWO
8401,8401.TWO
8403,8403.TWO
8409,8409.TWO
8410,8410.TWO
8415,8415.TWO
8416,8416.TWO
8420,8420.TWO
8421,8421.TWO
8423,8423.TWO
8424,8424.TWO
8426,8426.TWO
8431,8431.TWO
8432,8432.TWO
8433,8433.TWO
8435,8435.TWO
8436,8436.TWO
8437,8437.TWO
8440,8440.TWO
8444,8444.TWO
8446,8446.TWO
8450,8450.TWO
8455,8455.TWO
8472,8472.TWO
8477,8477.TWO
8489,8489.TWO
8905,8905.TWO
8906,8906.TWO
8908,8908.TWO
8916,8916.TWO
8917,8917.TWO
8921,8921.TWO
8923,8923.TWO
8924,8924.TWO
8927,8927.TWO
8928,8928.TWO
8929,8929.TWO
8930,8930.TWO
8931,8931.TWO
8932,8932.TWO
8933,8933.TWO
8935,8935.TWO
8936,8936.TWO
8937,8937.TWO
8938,8938.TWO
8941,8941.TWO
8942,8942.TWO
9949,9949.TWO
9950,9950.TWO
9951,9951.TWO
9960,9960.TWO
9962,9962.TWO
