代號,證券商名稱,地址
9226,凱基-汐止,新北市汐止區新興路3號7樓
9227,凱基-城中,台北市博愛路35號2樓、4樓、6樓
9229,凱基-中山,台北市中山區中山北路2段68號7樓、8樓
922C,凱基-屏東,屏東縣屏東市自由路188號3樓
9231,凱基-員林,彰化縣員林鎮中山路2段100號6樓
9233,凱基-長庚,桃園縣龜山鄉復興一路227號地下1樓
9234,凱基-竹北,新竹縣竹北市仁義路193號2、3樓
9235,凱基-永華,台南市永華路1段32號3樓
9236,凱基-虎尾,雲林縣虎尾鎮德興路16號6樓
9237,凱基-敦北,台北市松山區敦化北路88號8樓之2
9238,凱基-士林,台北市士林區文林路342號5樓
9239,凱基-大業,台中市南屯區大業路179號1樓、2樓
9252,凱基-嘉南,嘉義市垂楊路620號4樓
9254,凱基-科園,新竹市光復路1段273號1樓
9255,凱基-和平,台北市羅斯福路2段102號3樓、3樓之1
9256,凱基-南崁,桃園縣蘆竹鄉中正路308號1樓、2樓
9257,凱基-林口,台北縣林口鄉文化二路1段569號
9258,凱基-羅東,宜蘭縣羅東鎮中正北路48號1樓
9266,凱基-新豐,新竹縣新豐鄉建興路1段106號
9268,凱基-台北,台北市南京東路2段137號4樓及10樓
9272,凱基-竹科,新竹市中正路158號3樓
9273,凱基-竹東,新竹縣竹東鎮朝陽路9號2樓
9274,凱基-鳳山,高雄市鳳山區維新路128號1、2樓
9275,凱基-三多,高雄市苓雅區中華四路47號3樓
9276,凱基-苗栗,苗栗市中正路458號2樓
9278,凱基-永康,台南市永康區中山南路1042號1、2樓
9281,凱基-斗六,雲林縣斗六市永安路46號3樓
9283,凱基-北門,台南市北門路1段101號4樓
9285,凱基-中壢,桃園縣中壢市環北路421號、423號1、2樓
9287,凱基-內湖,台北市成功路4段358號地下之1
9288,凱基-埔墘,新北市板橋區三民路1段216號5樓
9289,凱基-興隆,台北市興隆路3段71號地下1樓
9291,凱基-大安,台北市安和路2段82號2樓
9296,凱基-頭份,苗栗縣頭份鎮中華路916號4樓
9297,凱基-文心,台中市北屯區文心路4段875號2樓
9300,華南永昌,台北市民生東路4段54號4樓之8(略)
9302,華南永昌-台中,台中市西屯區府會園道179號6樓之1(略)
9303,華南永昌-高雄,高雄市五福三路80、82號3樓
9305,華南永昌-新莊,新北市新莊區中港路306號4樓及308號4樓
9306,華南永昌-台南,台南市府前路2段612號1、2樓
9307,華南永昌-大安,台北市復興南路1段368號4樓
9308,華南永昌-麻豆,台南縣麻豆鎮中山路36號4、5樓
9309,華南永昌-古亭,台北市羅斯福路2段91號2樓(部份)
9312,華南永昌-民權,高雄市民權二路385號地下1樓及6樓
9314,華南永昌-嘉義,嘉義市文化路169號3樓
9315,華南永昌-苑裡,苗栗縣苑裡鎮世界路1段70號
9316,華南永昌-淡水,台北縣淡水鎮中正路28號4、5樓
9317,華南永昌-林口,台北縣林口鄉林口路46號3樓
9319,華南永昌-鶯歌,台北縣鶯歌鎮國慶街101號3、4樓
9322,華南永昌-公誠,基隆市仁愛區愛三路87號11樓
9323,華南永昌-小港,高雄市小港區漢民路339號2樓
9324,華南永昌-岡山,高雄縣岡山鎮民族路88號1樓、地下室一樓
9325,華南永昌-忠孝,台北市忠孝東路2段130號3樓之1
9326,華南永昌-南京,台北市南京東路3段225號9樓、9樓之1
9327,華南永昌-斗六,雲林縣斗六市太平路7號4樓
9328,華南永昌-潮州,屏東縣潮州鎮新生路71號4樓
9329,華南永昌-朴子,嘉義縣朴子市文化北路2號2樓
9331,華南永昌-鳳山,高雄市鳳山區中山路138號4樓
9332,華南永昌-楠梓,高雄市楠梓區朝明路7號
9333,華南永昌-長虹,宜蘭縣羅東鎮公正路155號2、3樓
9334,華南永昌-世貿,台北市基隆路2段91號2樓
9337,華南永昌-內壢,桃園縣中壢市環中東路262號2樓
9339,華南永昌-竹北,新竹縣竹北市勝利一路89號
9343,華南永昌-頭份,苗栗縣頭份鎮中華路1167號2樓
9347,華南永昌-敦南,台北市忠孝東路4段107號8樓之2
9349,華南永昌-合泰,台北縣板橋市中山路1段10號4樓
9352,華南永昌-桃園,桃園縣桃園市南華街79號4樓
9358,華南永昌-東勢,台中縣東勢鎮三民街280號
9359,華南永昌-中正,台北市開封街1段33號2樓
9362,華南永昌-苗栗,苗栗縣苗栗市中正路686號2樓
9363,華南永昌-彰化,彰化縣彰化市陳稜路156號5樓
9369,華南永昌-三重,台北縣三重市仁愛街731號地下一樓
9386,華南永昌-東昇,台東市中華路1段347號2樓
9600,富邦,台北市仁愛路4段169號2樓部分及15樓部分
9604,富邦-陽明,台北市北投區裕民六路2號1樓
9608,富邦-台東,台東市中華路1段366號1、2樓
9614,富邦-基隆,基隆市信一路133號1樓
9616,富邦-岡山,高雄市岡山區竹圍里22鄰中山北路178號2、3樓
9621,富邦-花蓮,花蓮縣花蓮市明心街1之16號3樓
9623,富邦-台北,台北市許昌街17號2樓之1
9624,富邦-竹北,新竹縣竹北市光明六路263號2、3、4樓
9625,富邦-竹東,新竹縣竹東鎮榮樂里14鄰惠昌街45號(略)
9627,富邦-內湖,台北市內湖區成功路3段174巷8號地下1樓
9634,富邦-羅東,宜蘭縣羅東鎮信義里興東路286號2樓及3樓
9636,富邦-環北,桃園縣中壢市慈惠3街162號1樓(略)
9647,富邦-新竹華信,新竹市中山路8號2、3、4樓及5樓部分
9654,富邦-永和,新北市永和區保生路1號地下1樓部分
9655,富邦-板橋,新北市板橋區文化路1段266號1樓之1
9657,富邦-苗栗,苗栗縣苗栗市中正路399號2樓
9658,富邦-建國,台北市建國北路2段196號地下1樓
9659,富邦-高雄,高雄市新興區民族二路95號(略)
965K,富邦-台中,台中市西屯區漢口路2段138號1、2樓及地下1樓
965U,富邦-彰化,彰化市中山路2段349號2樓
9661,富邦-新店,新北市新店區北新路2段252號地下1樓之5
9663,富邦-敦南,台北市敦化南路1段108號地下1樓
9665,富邦-桃園,桃園縣桃園市中正路476號地下1樓部分
9666,富邦-南屯,台中市五權西路2段668號之1部份
9667,富邦-台南,台南市民生路2段279號2樓之1
966F,富邦-左營,高雄市左營區博愛二路418之1號(1樓及2樓)
9672,富邦-員林,彰化縣員林鎮莒光路五九八號
9676,富邦-仁愛,台北市建國南路1段237號地下1樓
9677,富邦-三重,新北市三重區重陽路1段66號3樓及66號3樓之1
9686,富邦-宜蘭,宜蘭市聖後街一一八號二、三樓
9692,富邦-嘉義,嘉義市林森西路320號
9693,富邦-新營,台南縣新營市民治路301號3樓及1樓(略)
9697,富邦-虎尾,雲林縣虎尾鎮德興里1鄰公安路133號2、3樓
969C,富邦-北港,雲林縣北港鎮西勢里文化路40號2樓(部分)
9800,元大,台北市南京東路3段225號13樓及14樓
9801,元大-松江,台北市中山區松江路139號3樓及3樓之1
980C,元大-斗六,雲林縣斗六市中山路82號6樓
980D,元大-開元,台南市開元路147號3樓之1、3樓之2
980K,元大-竹科,新竹市光復路1段267號3、4樓
980Q,元大-南崁,桃園縣蘆竹鄉中正路311號3樓
980R,元大-南海,台北市中正區南海路1號4樓
980a,元大-承德,台北市承德路3段210號2樓
980d,元大-沙鹿,台中市沙鹿區沙田路131號5樓
980e,元大-清水,台中縣清水鎮中山路170號5樓
980h,元大-台北,台北市重慶南路1段86號6樓
980l,元大-虎尾,雲林縣虎尾鎮林森路1段490號4樓
980u,元大-府城,台南市中西區民生路1段165號3樓、5樓之1
980w,元大-西屯,台中市西屯區西屯路2段256巷6號3樓之1
9812,元大-台中,台中市自由路2段8號3樓之1、4樓之1
9813,元大-八德,台北市八德路3段32號3樓
9814,元大-大益,台南市西門路1段223巷20號3樓
9815,元大-永康,台南市永康區永大路2段161號
9816,元大-新竹,新竹市民生路276號2樓
9817,元大-東泰,高雄市三民區九如一路73號2樓
981A,元大-鶯歌,新北市鶯歌區仁愛路1號8樓之2、8樓之3
981B,元大-竹北,新竹縣竹北市光明六路85號3樓
981C,元大-路竹,高雄市路竹區國昌路53號
981D,元大-南投,南投縣南投市中山街202號4樓之2、之3、之5
981E,元大-發財,新北市新莊區中華路2段5號4樓
981F,元大-福營,新北市新莊區龍安路284號1樓及278巷3號2樓
981G,元大-彰化,彰化縣彰化市華山路37號3樓
981I,元大-天母,台北市士林區忠誠路2段48之1號1、2樓
981K,元大-林園,高雄縣林園鄉鳳林路1段1號2樓
981L,元大-莒光,高雄市楠梓區新昌街51號地下室、1、2樓
981M,元大-苗栗,苗栗縣苗栗市中正路611號4樓
981N,元大-金門,金門縣金城鎮民權路188號
981Q,元大-太平,台中市太平區中興東路50號3樓
981R,元大-竹山,南投縣竹山鎮集山路3段919號2樓(略)
981S,元大-崇德,台中市北屯區崇德路2段46之1號
981U,元大-華山,台北市忠孝東路1段85號3樓
981V,元大-民雄,嘉義縣民雄鄉保生街212號
981X,元大-東門,台北市中正區新生南路1段148號4樓
981Z,元大-潮州,屏東縣潮州鎮延平路115、117號2樓
981a,元大-歸仁,台南市歸仁區中山路2段29號3樓
981e,元大-佳里,台南市佳里區和平街83號7樓
981g,元大-大里,台中市大里區國光路2段259號2樓
981h,元大-屏東民生,屏東縣屏東市民生路287號5樓
981i,元大-西螺,雲林縣西螺鎮延平路190、192號1、2樓
981j,元大-士林,台北市文林路342號2樓
981m,元大-新興,高雄市前金區中正四路143號4樓之2、5樓
981n,元大-旗山,高雄市旗山區中山路102號2樓
981p,元大-松山,台北市松山區南京東路5段92號2樓
981q,元大-艋舺,台北市萬華區西園路1段200號地下1樓
981r,元大-屏南,屏東縣屏東市濟南街10號
981y,元大-善化,台南市善化區大成路281號
981z,元大-大統,新竹市林森路196號2樓之3
9822,元大-土城學府,新北市土城區學府路1段25號1樓及地下1樓
9824,元大-向上,台中市向上路1段95號5樓之1
9825,元大-新營,台南市新營區中山路117號2樓
9829,元大-南永康,台南縣永康市小東路511號3樓
982A,元大-羅東,宜蘭縣羅東鎮中正北路32號
982B,元大-博愛,高雄市左營區明誠二路491號地下層之1
982C,元大-六合,高雄市新興區民族二路97號4樓
982F,元大-忠孝鼎富,台北市大安區忠孝東路4段300號7樓
9831,元大-四維,高雄市四維四路3號3樓之1、2、3
9833,元大-敦化,台北市敦化南路2段71號12樓
9834,元大-中壢,桃園縣中壢市中央東路7號3、4樓
9835,元大-員林,彰化縣員林鎮中山南路27號3樓
9837,元大-北港,雲林縣北港鎮文化路40號4樓
9838,元大-豐原,台中市豐原區圓環西路23號地下1樓
983B,元大-林森,台南市林森路2段90號地下1樓
983G,元大-上新莊,新北市新莊區思源路173號2樓
983K,元大-學甲,台南市學甲區華宗路295號
983M,元大-木柵,台北市木柵路3段96號3樓之2
983N,元大-大安,台北市和平東路2段347號3樓
983U,元大-頭份,苗栗縣頭份鎮中華路932號3樓
983V,元大-竹南,苗栗縣竹南鎮博愛街29號4樓
983W,元大-大里德芳,台中市大里區德芳路1段63號2樓
983Z,元大-鳳山,高雄市鳳山區五甲二路642號2樓
983f,元大-竹東,新竹縣竹東鎮大林路121號
983i,元大-大雅民興,台中市大雅區大雅里民興街39號3樓
983j,元大-仁愛,台北市大安區復興南路1段237號2樓
984C,元大-新店中正,新北市新店區中正路225之1號2樓(略)
984E,元大-南勢角,台北縣中和市景新街347號6樓之1
984H,元大-景美,台北市文山區景文街1號2樓之1
984K,元大-館前,台北市中正區開封街1段2號3樓
9852,元大-大松山,台北市忠孝東路5段410號3樓(略)2
9853,元大-南屯,台中市南屯區向上路1段580號1、2樓
9854,元大-台中文心,台中市北屯區文心路4段934之1號2樓
9856,元大-花蓮,花蓮縣花蓮市國聯一路167號2樓
9857,元大-東蘆,新北市蘆洲區中山一路10號2樓、5樓
9858,元大-龍潭,桃園縣龍潭鄉神龍路39號
9859,元大-新竹經國,新竹市經國路2段100號3樓
985C,元大-鳳中,高雄市鳳山區中山西路105之1號1、2樓
9862,元大-南京,台北市南京東路3段219號2樓
9863,元大-新和平,台北市和平東路1段214號2樓(略)
9867,元大-北成功,台北市民權東路6段160號2樓之1
9868,元大-水湳,台中市西屯區文心路3段337號3樓
9869,元大-新盛,新北市新莊區公園一路141號
986K,元大-基隆孝二,基隆市仁愛區孝二路86之5號
9871,元大-忠孝,台北市大安區忠孝東路4段300號3樓
9872,元大-復北,台北市復興北路420號3樓
9873,元大-西門,台北市中正區寶慶路69號3樓
9874,元大-雙和,新北市中和區中和路232號2樓、地下1樓
9875,元大-土城永寧,新北市土城區中央路2段165、167號1樓、2樓
9878,元大-赤崁,台南市中西區民生路1段165號4樓
9879,元大-板橋三民,新北市板橋區三民路2段40號2樓
987A,元大-楊梅,桃園縣楊梅市新成路125號2樓
9884,元大-鎮北,雲林縣斗六市文化路29號3樓
9888,元大-鑫永和,新北市永和區永和路2段2號、8號2樓
9889,元大-北員林,彰化縣員林鎮大同路2段283號2樓
988B,元大-藝文,桃園縣桃園市莊敬路1段375號2樓
988C,元大-三重,新北市三重區重新路3段111號2樓
9891,元大-永和,新北市永和區福和路139號3、4樓
9892,元大-屏東,屏東市廣東路690號2樓之1、3樓
9893,元大-大天母,台北市中山北路6段126號4樓、5樓部分
9894,元大-北桃園,桃園縣桃園市復興路96號2樓
9896,元大-台南,台南市長榮路1段203號5樓
9897,元大-土城,新北市土城區中央路1段255號2樓
9898,元大-新莊,新北市新莊區新泰路246號2樓
9899,元大-淡水,新北市淡水區中正路67號2、3樓
989A,元大-北投,台北市北投區北投路2段13號3樓
989B,元大-台中中港,台中市西區台灣大道2段489號10樓之2
989C,元大-板橋,新北市板橋區中山路1段10號6樓
989D,元大-左營,高雄市左營區左營大路158號3、4樓
989E,元大-草屯,南投縣草屯鎮中興路88號2樓
989F,元大-高雄,高雄市三民區建工路715號2樓及717號2樓
989G,元大-大同,台北市南京西路66號2樓
989I,元大-蘆洲,新北市蘆洲區光華路11號2樓
989J,元大-彰化民生,彰化縣彰化市中正路1段296號
989L,元大-成功,桃園市成功路1段32號9樓
989N,元大-內湖,台北市內湖區成功路4段166號地下1樓(略)
989P,元大-敦南,台北市敦化南路1段225號2樓、2樓之2
989Q,元大-汐止,新北市汐止區新台五路1段159號4樓
989S,元大-鹿港,彰化縣鹿港鎮公園一路88號
989U,元大-大甲,台中市大甲區民生路61號5樓
989V,元大-北三重,新北市三重區正義北路195號2樓
989W,元大-豐原站前,台中市豐原區豐中路13號3樓
989X,元大-民生,台北市松山區民生東路5段171、171之3號1樓
989Y,元大-基隆,基隆市信一路132號3樓
989Z,元大-小港,高雄市漢民路381號8樓
989a,元大-苑裡,苗栗縣苑裡鎮為公路65號5樓
989d,元大-北屯,台中市北屯區崇德路2段46之2號及46之3號
989e,元大-中和,新北市中和區中和路102號5樓
989f,元大-東港,屏東縣東港鎮光復路1段188號1樓
989g,元大-嘉義,嘉義市西區林森西路173號3樓
989j,元大-樹林,新北市樹林區中山路1段99號3樓
989k,元大-古亭,台北市羅斯福路3段37號2樓
989m,元大-信義,台北市忠孝東路5段293號2樓部分
9A00,永豐金,台北市重慶南路1段2號7樓(略)
9A61,永豐金-鳳山,高雄市鳳山區保泰路392、394、396號1、2樓
9A69,永豐金-屏東,屏東市中正路125號4樓
9A8F,永豐金-敦南,台北市安和路2段187號地下1樓
9A91,永豐金-松山,台北市松山路130號2樓
9A92,永豐金-萬盛,台北市松江路129號2樓、3樓
9A97,永豐金-新竹,新竹市中正路129號4樓、5樓
9A98,永豐金-大園,桃園縣大園鄉大園村中山北路102號2樓(略)
9A99,永豐金-中壢,桃園縣中壢市延平路370號3樓、372號3樓
9A9A,永豐金-羅東,宜蘭縣羅東鎮中正路203號2、3樓
9A9B,永豐金-中和,新北市中和區中和路370號
9A9C,永豐金-員林,彰化縣員林鎮大同路1段338號5樓
9A9D,永豐金-忠孝,台北市忠孝東路4段280號2樓
9A9G,永豐金-天母,台北市忠誠路1段60號2樓及62號2樓
9A9H,永豐金-新莊,新北市新莊區中港路338號
9A9J,永豐金-板新,新北市板橋區文化路2段246號
9A9K,永豐金-三重,新北市三重區正義北路113號1、2樓
9A9L,永豐金-台中,台中市中正路478號7樓
9A9M,永豐金-南投,南投縣南投市文昌街45號1、2樓
9A9N,永豐金-桃盛,桃園市南平路370號3樓
9A9P,永豐金-竹北,新竹縣竹北市縣政九路145號2樓之1(略)
9A9Q,永豐金-豐原,台中市豐原區信義街67巷15號2樓
9A9R,永豐金-信義,台北市信義路4段189號2樓、2樓之1
9A9S,永豐金-南京,台北市南京東路3段36號2樓
9A9U,永豐金-中正,台北市中山區長安東路1段23號3樓之1(略)
9A9W,永豐金-南台中,台中市公益路2段72號地下1樓
9A9X,永豐金-竹科,新竹市光復路2段289號4樓
9A9Y,永豐金-板盛,新北市板橋區府中路29之2號1樓、2樓
9A9Z,永豐金-復興,台北市民權東路3段35號1樓、37號3樓
9A9a,永豐金-苓雅,高雄市苓雅區中華四路100號2樓
9A9b,永豐金-虎尾,雲林縣虎尾鎮新生路136號3樓
9A9c,永豐金-永康,台南市永康區中華路423號2樓
9A9d,永豐金-古亭,台北市南昌路1段110號3樓
9A9e,永豐金-高雄,高雄市中正一路284號2、3樓
9A9g,永豐金-內湖,台北市內湖路1段49號1樓、2樓
9A9h,永豐金-台南,台南市西門路1段655號4樓
9A9i,永豐金-新店,新北市新店區北新路二段252號2樓(略)
9A9j,永豐金-嘉義,嘉義市中山路386號3樓
9A9q,永豐金-潮州,屏東縣潮州鎮延平路16號(略)
9A9r,永豐金-鹽埕,高雄市鹽埕區五福四路178號7樓(略)
9A9s,永豐金-彰化,彰化市民族路532號5、6樓
9A9x,永豐金-桃園,桃園市南華街77號3樓之1、3樓之2
